,store,week,brand,sales_,count,price_,prom_,cost_,rev,total_cost,ms_by_store_week
16285,72,14,10,4,18090,1.69,0.0,0.83,6.76,3.32,0.05
16286,72,15,10,7,16911,1.69,0.0,0.83,11.83,5.81,0.0875
16287,72,16,10,2,17022,1.69,0.0,0.83,3.38,1.66,0.025
16288,72,17,10,7,16691,1.69,0.0,0.83,11.83,5.81,0.0875
16289,72,18,10,5,17057,1.69,0.0,0.83,8.45,4.1499999999999995,0.0625
16290,72,19,10,13,16758,1.69,0.0,0.89,21.97,11.57,0.1625
16291,72,20,10,8,16676,1.69,0.0,0.89,13.52,7.12,0.1
16292,72,21,10,8,18258,1.69,0.0,0.9,13.52,7.2,0.1
16293,72,22,10,5,16933,1.69,0.0,0.92,8.45,4.6000000000000005,0.0625
16294,72,23,10,10,16256,1.69,0.0,0.89,16.9,8.9,0.125
16295,72,24,10,2,16653,1.69,0.0,0.92,3.38,1.84,0.025
16296,72,25,10,4,16789,1.69,0.0,0.92,6.76,3.68,0.05
16297,72,26,10,5,16180,2.78,0.0,0.92,13.899999999999999,4.6000000000000005,0.0625
16298,72,27,10,6,15685,2.78,0.0,0.92,16.68,5.5200000000000005,0.075
16299,72,28,10,6,15685,2.78,0.0,0.92,16.68,5.5200000000000005,0.075
16300,72,29,10,5,16421,1.89,0.0,0.92,9.45,4.6000000000000005,0.0625
16301,72,30,10,9,15739,1.89,1.0,0.92,17.009999999999998,8.280000000000001,0.1125
16302,72,31,10,2,14845,2.78,1.0,0.92,5.56,1.84,0.025
16303,72,32,10,2,15311,2.78,0.0,0.92,5.56,1.84,0.025
16304,72,33,10,2,15009,2.78,0.0,0.92,5.56,1.84,0.025
16305,72,34,10,4,15491,2.78,0.0,0.92,11.12,3.68,0.05
16306,72,35,10,5,14423,2.78,0.0,0.92,13.899999999999999,4.6000000000000005,0.0625
16307,72,36,10,1,14755,1.99,0.0,0.92,1.99,0.92,0.0125
16308,72,37,10,2,14801,1.99,0.0,0.92,3.98,1.84,0.025
16309,72,38,10,3,15984,1.99,0.0,0.92,5.97,2.7600000000000002,0.0375
16310,72,39,10,2,13848,1.99,0.0,0.92,3.98,1.84,0.025
16311,72,40,10,2,13638,1.99,0.0,0.92,3.98,1.84,0.025
16312,72,41,10,1,18500,1.99,0.0,0.92,1.99,0.92,0.0125
16313,72,42,10,3,12800,1.99,1.0,0.92,5.97,2.7600000000000002,0.0375
16314,72,43,10,4,14074,1.99,1.0,0.92,7.96,3.68,0.05
16315,72,44,10,1,15218,1.91,0.0,0.91,1.91,0.91,0.0125
16316,72,45,10,2,15272,1.69,0.0,0.92,3.38,1.84,0.025
16317,72,46,10,1,13785,1.69,0.0,0.92,1.69,0.92,0.0125
16318,72,47,10,5,13455,1.69,1.0,0.92,8.45,4.6000000000000005,0.0625
16319,72,48,10,1,15752,1.69,1.0,0.92,1.69,0.92,0.0125
16320,72,1,11,1,15241,4.49,0.0,1.92,4.49,1.92,0.0125
16321,72,2,11,1,15009,4.49,0.0,1.92,4.49,1.92,0.0125
16322,72,3,11,1,14496,4.49,0.0,1.92,4.49,1.92,0.0125
16323,72,4,11,1,14915,4.49,0.0,1.92,4.49,1.92,0.0125
16324,72,5,11,1,15025,4.49,0.0,1.92,4.49,1.92,0.0125
16325,72,6,11,1,16245,4.49,0.0,1.92,4.49,1.92,0.0125
16326,72,7,11,1,15567,4.49,0.0,1.92,4.49,1.92,0.0125
16327,72,8,11,1,15481,4.49,0.0,1.92,4.49,1.92,0.0125
16328,72,9,11,11,17938,5.31,1.0,2.11,58.41,23.209999999999997,0.1375
16329,72,10,11,4,16083,5.19,1.0,2.06,20.76,8.24,0.05
16330,72,11,11,1,15773,4.49,0.0,1.92,4.49,1.92,0.0125
16331,72,12,11,1,16637,4.49,0.0,1.92,4.49,1.92,0.0125
16332,72,13,11,4,16389,5.34,0.0,2.06,21.36,8.24,0.05
16333,72,14,11,1,18090,4.49,0.0,1.92,4.49,1.92,0.0125
16334,72,15,11,1,16911,5.29,0.0,2.02,5.29,2.02,0.0125
16335,72,16,11,1,17022,5.49,0.0,2.18,5.49,2.18,0.0125
16336,72,17,11,1,16691,5.29,0.0,2.02,5.29,2.02,0.0125
16337,72,18,11,1,17057,5.49,0.0,2.18,5.49,2.18,0.0125
16338,72,19,11,2,16758,4.79,0.0,2.02,9.58,4.04,0.025
16339,72,20,11,2,16676,4.79,0.0,2.02,9.58,4.04,0.025
16340,72,21,11,4,18258,4.69,0.0,2.1,18.76,8.4,0.05
16341,72,22,11,1,16933,4.79,0.0,2.02,4.79,2.02,0.0125
16342,72,23,11,4,16256,4.69,0.0,2.1,18.76,8.4,0.05
16343,72,24,11,2,16653,4.79,0.0,2.02,9.58,4.04,0.025
16344,72,25,11,2,16789,4.59,0.0,2.18,9.18,4.36,0.025
16345,72,26,11,6,16180,3.99,0.5,2.1,23.94,12.600000000000001,0.075
16346,72,27,11,7,15685,3.99,1.0,2.11,27.93,14.77,0.0875
16347,72,28,11,7,15685,3.99,1.0,2.11,27.93,14.77,0.0875
16348,72,29,11,2,16421,4.69,0.0,2.1,9.38,4.2,0.025
16349,72,30,11,2,15739,4.59,1.0,2.18,9.18,4.36,0.025
16350,72,31,11,4,14845,4.69,0.0,2.1,18.76,8.4,0.05
16351,72,32,11,3,15311,4.59,0.0,2.18,13.77,6.540000000000001,0.0375
16352,72,33,11,1,15009,4.39,0.0,2.02,4.39,2.02,0.0125
16353,72,34,11,4,15491,4.39,0.0,2.02,17.56,8.08,0.05
16354,72,35,11,1,14423,4.39,0.0,2.02,4.39,2.02,0.0125
16355,72,36,11,3,14755,3.66,0.0,1.53,10.98,4.59,0.0375
16356,72,37,11,15,14801,3.67,0.53,1.6,55.05,24.0,0.1875
16357,72,38,11,1,15984,4.39,0.0,2.02,4.39,2.02,0.0125
16358,72,39,11,2,13848,3.89,0.0,1.69,7.78,3.38,0.025
16359,72,40,11,6,13638,3.82,0.0,1.64,22.919999999999998,9.84,0.075
16360,72,41,11,1,18500,4.39,0.0,2.02,4.39,2.02,0.0125
16361,72,42,11,3,12800,4.06,0.0,1.8,12.18,5.4,0.0375
16362,72,43,11,14,14074,4.45,0.0,2.07,62.300000000000004,28.979999999999997,0.175
16363,72,44,11,3,15218,3.99,0.0,1.75,11.97,5.25,0.0375
16364,72,45,11,5,15272,4.23,0.0,1.92,21.150000000000002,9.6,0.0625
16365,72,46,11,4,13785,3.54,0.0,1.44,14.16,5.76,0.05
16366,72,47,11,6,13455,4.29,0.17,1.96,25.740000000000002,11.76,0.075
16367,72,48,11,8,15752,3.54,0.25,1.44,28.32,11.52,0.1
16368,73,1,1,18,26190,3.26,0.0,2.03,58.67999999999999,36.54,0.225
16369,73,2,1,21,26873,3.27,0.0,2.04,68.67,42.84,0.2625
16370,73,3,1,21,24260,3.33,0.0,2.11,69.93,44.309999999999995,0.2625
16371,73,4,1,20,25459,3.27,0.0,2.03,65.4,40.599999999999994,0.25
16372,73,5,1,18,25468,3.32,0.0,2.09,59.76,37.62,0.225
16373,73,6,1,14,27052,3.29,0.0,2.05,46.06,28.699999999999996,0.175
16374,73,7,1,15,25550,3.35,0.0,2.13,50.25,31.95,0.1875
16375,73,8,1,20,26086,3.31,0.0,2.09,66.2,41.8,0.25
16376,73,9,1,20,26086,3.31,0.0,2.09,66.2,41.8,0.25
16377,73,10,1,14,28389,3.28,0.0,2.09,45.919999999999995,29.259999999999998,0.175
16378,73,11,1,21,24372,3.35,0.0,2.15,70.35000000000001,45.15,0.2625
16379,73,12,1,19,22530,3.32,0.0,2.15,63.08,40.85,0.2375
16380,73,13,1,21,26803,3.3,0.0,2.13,69.3,44.73,0.2625
16381,73,14,1,19,28669,3.52,0.0,2.2,66.88,41.800000000000004,0.2375
16382,73,15,1,17,27212,3.52,0.0,2.21,59.84,37.57,0.2125
16383,73,16,1,13,22428,3.58,0.0,2.3,46.54,29.9,0.1625
16384,73,17,1,21,26718,3.49,0.0,2.21,73.29,46.41,0.2625
16385,73,18,1,16,26537,3.48,0.0,2.21,55.68,35.36,0.2
16386,73,19,1,24,26959,3.49,0.83,2.22,83.76,53.28,0.3
16387,73,20,1,23,26810,3.53,0.0,2.27,81.19,52.21,0.2875
16388,73,21,1,27,32607,3.47,0.0,2.2,93.69000000000001,59.400000000000006,0.3375
16389,73,22,1,18,27058,3.55,0.0,2.27,63.9,40.86,0.225
16390,73,23,1,19,26156,3.51,0.0,2.18,66.69,41.42,0.2375
16391,73,24,1,21,26730,3.47,0.0,2.18,72.87,45.78,0.2625
16392,73,25,1,16,26248,3.58,0.0,2.31,57.28,36.96,0.2
16393,73,26,1,19,25897,3.48,0.0,2.2,66.12,41.800000000000004,0.2375
16394,73,27,1,22,25468,3.52,0.0,2.26,77.44,49.72,0.275
16395,73,28,1,26,26185,3.56,0.0,2.29,92.56,59.54,0.325
16396,73,29,1,12,27098,3.56,0.0,2.3,42.72,27.599999999999998,0.15
16397,73,30,1,23,29243,3.53,0.0,2.27,81.19,52.21,0.2875
16398,73,31,1,20,21855,3.48,0.0,2.22,69.6,44.400000000000006,0.25
16399,73,32,1,24,24960,3.55,0.0,2.28,85.19999999999999,54.72,0.3
16400,73,33,1,19,27650,3.56,0.0,2.32,67.64,44.08,0.2375
16401,73,34,1,19,28532,3.61,0.0,2.33,68.59,44.27,0.2375
16402,73,35,1,18,26030,3.52,0.0,2.26,63.36,40.67999999999999,0.225
16403,73,36,1,17,26803,3.52,0.0,2.25,59.84,38.25,0.2125
16404,73,37,1,16,25991,3.53,0.0,2.25,56.48,36.0,0.2
16405,73,38,1,18,27803,2.14,0.78,1.38,38.52,24.839999999999996,0.225
16406,73,39,1,12,25511,3.61,0.0,2.36,43.32,28.32,0.15
16407,73,40,1,17,24210,3.49,0.0,2.22,59.330000000000005,37.74,0.2125
16408,73,41,1,21,23853,3.47,0.0,2.21,72.87,46.41,0.2625
16409,73,42,1,14,23239,3.52,0.0,2.26,49.28,31.639999999999997,0.175
16410,73,43,1,20,31365,3.55,0.0,2.3,71.0,46.0,0.25
16411,73,44,1,20,28558,3.55,0.0,2.29,71.0,45.8,0.25
16412,73,45,1,20,21653,3.53,0.0,2.26,70.6,45.199999999999996,0.25
16413,73,46,1,23,28530,3.56,0.0,2.29,81.88,52.67,0.2875
16414,73,47,1,25,25992,3.54,0.0,2.28,88.5,56.99999999999999,0.3125
16415,73,48,1,18,29735,3.56,0.0,2.3,64.08,41.4,0.225
16416,73,1,2,38,26190,4.67,0.0,3.46,177.46,131.48,0.475
16417,73,2,2,36,26873,4.35,0.61,3.49,156.6,125.64000000000001,0.45
16418,73,3,2,28,24260,4.85,0.0,3.37,135.79999999999998,94.36,0.35
16419,73,4,2,23,25459,4.71,0.0,3.41,108.33,78.43,0.2875
16420,73,5,2,19,25468,4.83,0.0,3.39,91.77,64.41,0.2375
16421,73,6,2,29,27052,4.81,0.0,3.38,139.48999999999998,98.02,0.3625
16422,73,7,2,18,25550,4.85,0.0,3.42,87.3,61.56,0.225
16423,73,8,2,25,26086,4.77,0.0,3.37,119.24999999999999,84.25,0.3125
16424,73,9,2,25,26086,4.77,0.0,3.37,119.24999999999999,84.25,0.3125
16425,73,10,2,11,28389,4.72,0.0,3.45,51.919999999999995,37.95,0.1375
16426,73,11,2,21,24372,4.83,0.0,3.43,101.43,72.03,0.2625
16427,73,12,2,21,22530,4.85,0.0,3.37,101.85,70.77,0.2625
16428,73,13,2,21,26803,4.89,0.0,3.38,102.69,70.98,0.2625
16429,73,14,2,21,28669,5.11,0.0,3.65,107.31,76.64999999999999,0.2625
16430,73,15,2,22,27212,5.12,0.0,3.65,112.64,80.3,0.275
16431,73,16,2,32,22428,4.64,0.0,3.57,148.48,114.24,0.4
16432,73,17,2,25,26718,4.58,0.76,3.69,114.5,92.25,0.3125
16433,73,18,2,17,26537,5.12,0.0,3.79,87.04,64.43,0.2125
16434,73,19,2,15,26959,5.06,0.0,3.87,75.89999999999999,58.050000000000004,0.1875
16435,73,20,2,19,26810,5.13,0.0,3.75,97.47,71.25,0.2375
16436,73,21,2,31,32607,5.09,0.0,3.79,157.79,117.49,0.3875
16437,73,22,2,22,27058,5.14,0.0,3.81,113.08,83.82000000000001,0.275
16438,73,23,2,23,26156,4.96,0.0,3.92,114.08,90.16,0.2875
16439,73,24,2,22,26730,5.12,0.0,3.85,112.64,84.7,0.275
16440,73,25,2,21,26248,5.13,0.0,3.82,107.73,80.22,0.2625
16441,73,26,2,15,25897,5.06,0.2,3.84,75.89999999999999,57.599999999999994,0.1875
16442,73,27,2,18,25468,5.12,0.0,3.82,92.16,68.75999999999999,0.225
16443,73,28,2,14,26185,5.1,0.0,3.91,71.39999999999999,54.74,0.175
16444,73,29,2,18,27098,5.19,0.0,3.81,93.42,68.58,0.225
16445,73,30,2,22,29243,4.68,0.32,3.84,102.96,84.47999999999999,0.275
16446,73,31,2,20,21855,5.13,0.0,3.89,102.6,77.8,0.25
16447,73,32,2,17,24960,5.17,0.0,3.88,87.89,65.96,0.2125
16448,73,33,2,18,27650,5.12,0.0,3.77,92.16,67.86,0.225
16449,73,34,2,28,28532,5.29,0.0,3.63,148.12,101.64,0.35
16450,73,35,2,38,26030,5.2,0.0,3.67,197.6,139.46,0.475
16451,73,36,2,41,26803,4.43,0.61,3.57,181.63,146.37,0.5125
16452,73,37,2,40,25991,4.34,0.58,3.68,173.6,147.20000000000002,0.5
16453,73,38,2,17,27803,5.03,0.0,3.94,85.51,66.98,0.2125
16454,73,39,2,10,25511,5.11,0.0,3.95,51.1,39.5,0.125
16455,73,40,2,22,24210,4.48,0.68,3.79,98.56,83.38,0.275
16456,73,41,2,34,23853,4.73,0.47,3.79,160.82000000000002,128.86,0.425
16457,73,42,2,16,23239,5.17,0.0,3.76,82.72,60.16,0.2
16458,73,43,2,25,31365,5.05,0.0,3.74,126.25,93.5,0.3125
16459,73,44,2,23,28558,5.12,0.0,3.74,117.76,86.02000000000001,0.2875
16460,73,45,2,14,21653,5.1,0.0,3.74,71.39999999999999,52.36,0.175
16461,73,46,2,18,28530,5.12,0.0,3.73,92.16,67.14,0.225
16462,73,47,2,18,25992,5.15,0.0,3.82,92.7,68.75999999999999,0.225
16463,73,48,2,23,29735,5.09,0.0,3.76,117.07,86.47999999999999,0.2875
16464,73,1,3,5,26190,6.15,0.0,5.28,30.75,26.400000000000002,0.0625
16465,73,2,3,21,26873,6.75,0.0,5.58,141.75,117.18,0.2625
16466,73,3,3,13,24260,6.42,0.0,5.38,83.46,69.94,0.1625
16467,73,4,3,13,25459,6.57,0.0,5.47,85.41,71.11,0.1625
16468,73,5,3,15,25468,6.89,0.0,5.59,103.35,83.85,0.1875
16469,73,6,3,11,27052,6.49,0.0,5.24,71.39,57.64,0.1375
16470,73,7,3,17,25550,6.52,0.0,5.3,110.83999999999999,90.1,0.2125
16471,73,8,3,16,26086,6.31,0.0,5.23,100.96,83.68,0.2
16472,73,9,3,16,26086,6.31,0.0,5.23,100.96,83.68,0.2
16473,73,10,3,22,28389,5.79,0.45,5.38,127.38,118.36,0.275
16474,73,11,3,15,24372,5.84,0.87,5.39,87.6,80.85,0.1875
16475,73,12,3,15,22530,6.61,0.0,5.4,99.15,81.0,0.1875
16476,73,13,3,23,26803,6.77,0.0,5.48,155.70999999999998,126.04,0.2875
16477,73,14,3,9,28669,7.32,0.0,5.26,65.88,47.339999999999996,0.1125
16478,73,15,3,11,27212,6.98,0.0,5.19,76.78,57.09,0.1375
16479,73,16,3,14,22428,7.09,0.0,5.3,99.25999999999999,74.2,0.175
16480,73,17,3,11,26718,7.25,0.0,5.52,79.75,60.72,0.1375
16481,73,18,3,21,26537,7.42,0.0,5.66,155.82,118.86,0.2625
16482,73,19,3,19,26959,6.37,0.74,5.69,121.03,108.11000000000001,0.2375
16483,73,20,3,18,26810,6.96,0.0,5.68,125.28,102.24,0.225
16484,73,21,3,16,32607,7.02,0.0,5.65,112.32,90.4,0.2
16485,73,22,3,8,27058,7.28,0.0,5.76,58.24,46.08,0.1
16486,73,23,3,12,26156,7.54,0.0,5.7,90.48,68.4,0.15
16487,73,24,3,14,26730,7.45,0.0,5.67,104.3,79.38,0.175
16488,73,25,3,8,26248,7.2,0.0,5.65,57.6,45.2,0.1
16489,73,26,3,11,25897,7.06,0.0,5.62,77.66,61.82,0.1375
16490,73,27,3,12,25468,7.64,0.0,5.97,91.67999999999999,71.64,0.15
16491,73,28,3,13,26185,7.04,0.0,5.64,91.52,73.32,0.1625
16492,73,29,3,12,27098,7.09,0.0,5.71,85.08,68.52,0.15
16493,73,30,3,16,29243,6.98,0.0,5.61,111.68,89.76,0.2
16494,73,31,3,11,21855,7.04,0.0,5.81,77.44,63.91,0.1375
16495,73,32,3,13,24960,6.72,0.46,5.83,87.36,75.79,0.1625
16496,73,33,3,17,27650,6.47,0.59,5.72,109.99,97.24,0.2125
16497,73,34,3,17,28532,6.17,0.71,5.57,104.89,94.69,0.2125
16498,73,35,3,18,26030,6.57,0.56,5.78,118.26,104.04,0.225
16499,73,36,3,6,26803,7.64,0.0,6.28,45.839999999999996,37.68,0.075
16500,73,37,3,15,25991,6.87,0.0,6.07,103.05,91.05000000000001,0.1875
16501,73,38,3,9,27803,6.92,0.0,6.08,62.28,54.72,0.1125
16502,73,39,3,11,25511,7.36,0.0,6.3,80.96000000000001,69.3,0.1375
16503,73,40,3,15,24210,7.11,0.0,6.17,106.65,92.55,0.1875
16504,73,41,3,16,23853,6.87,0.0,6.09,109.92,97.44,0.2
16505,73,42,3,5,23239,7.21,0.0,6.2,36.05,31.0,0.0625
16506,73,43,3,17,31365,6.75,0.0,6.01,114.75,102.17,0.2125
16507,73,44,3,17,28558,7.46,0.0,6.33,126.82,107.61,0.2125
16508,73,45,3,12,21653,7.34,0.0,6.26,88.08,75.12,0.15
16509,73,46,3,10,28530,7.15,0.0,5.91,71.5,59.1,0.125
16510,73,47,3,25,25992,6.3,0.56,5.95,157.5,148.75,0.3125
16511,73,48,3,17,29735,6.33,0.59,5.97,107.61,101.49,0.2125
16512,73,1,4,13,26190,2.67,0.0,2.02,34.71,26.26,0.1625
16513,73,2,4,24,26873,2.67,0.54,2.02,64.08,48.480000000000004,0.3
16514,73,3,4,20,24260,2.67,0.65,2.02,53.4,40.4,0.25
16515,73,4,4,16,25459,2.67,0.0,2.02,42.72,32.32,0.2
16516,73,5,4,10,25468,2.83,0.0,2.02,28.3,20.2,0.125
16517,73,6,4,17,27052,2.49,0.0,2.02,42.330000000000005,34.34,0.2125
16518,73,7,4,16,25550,2.49,1.0,2.02,39.84,32.32,0.2
16519,73,8,4,11,26086,2.83,0.0,2.1,31.130000000000003,23.1,0.1375
16520,73,9,4,11,26086,2.83,0.0,2.1,31.130000000000003,23.1,0.1375
16521,73,10,4,13,28389,2.83,0.0,2.1,36.79,27.3,0.1625
16522,73,11,4,7,24372,2.83,0.0,2.01,19.810000000000002,14.069999999999999,0.0875
16523,73,12,4,14,22530,2.83,0.0,2.0,39.620000000000005,28.0,0.175
16524,73,13,4,15,26803,2.83,0.0,2.0,42.45,30.0,0.1875
16525,73,14,4,14,28669,2.83,0.0,2.0,39.620000000000005,28.0,0.175
16526,73,15,4,14,27212,2.83,0.0,2.01,39.620000000000005,28.139999999999997,0.175
16527,73,16,4,17,22428,2.97,0.0,2.0,50.49,34.0,0.2125
16528,73,17,4,17,26718,2.97,0.0,2.0,50.49,34.0,0.2125
16529,73,18,4,10,26537,2.97,0.0,2.01,29.700000000000003,20.099999999999998,0.125
16530,73,19,4,14,26959,2.97,0.0,2.08,41.580000000000005,29.12,0.175
16531,73,20,4,23,26810,2.97,0.0,2.05,68.31,47.15,0.2875
16532,73,21,4,8,32607,2.97,0.0,2.04,23.76,16.32,0.1
16533,73,22,4,13,27058,2.97,0.0,2.07,38.61,26.909999999999997,0.1625
16534,73,23,4,10,26156,2.97,0.0,2.07,29.700000000000003,20.7,0.125
16535,73,24,4,17,26730,2.97,0.0,2.11,50.49,35.87,0.2125
16536,73,25,4,16,26248,2.97,0.0,2.11,47.52,33.76,0.2
16537,73,26,4,14,25897,2.97,0.21,2.11,41.580000000000005,29.54,0.175
16538,73,27,4,15,25468,2.97,0.0,2.11,44.550000000000004,31.65,0.1875
16539,73,28,4,21,26185,2.97,0.0,2.11,62.370000000000005,44.309999999999995,0.2625
16540,73,29,4,16,27098,2.97,0.0,2.11,47.52,33.76,0.2
16541,73,30,4,13,29243,2.97,0.0,2.11,38.61,27.43,0.1625
16542,73,31,4,12,21855,2.97,0.0,2.11,35.64,25.32,0.15
16543,73,32,4,12,24960,2.97,0.0,2.11,35.64,25.32,0.15
16544,73,33,4,16,27650,2.97,0.0,2.11,47.52,33.76,0.2
16545,73,34,4,12,28532,2.97,0.0,2.11,35.64,25.32,0.15
16546,73,35,4,1,26030,2.99,0.0,2.03,2.99,2.03,0.0125
16547,73,36,4,1,26803,2.99,0.0,2.03,2.99,2.03,0.0125
16548,73,37,4,2,25991,2.97,0.0,2.0,5.94,4.0,0.025
16549,73,38,4,23,27803,2.97,0.0,2.0,68.31,46.0,0.2875
16550,73,39,4,20,25511,2.97,0.0,2.0,59.400000000000006,40.0,0.25
16551,73,40,4,21,24210,2.97,0.0,2.0,62.370000000000005,42.0,0.2625
16552,73,41,4,21,23853,2.97,0.0,2.0,62.370000000000005,42.0,0.2625
16553,73,42,4,15,23239,2.97,0.0,2.0,44.550000000000004,30.0,0.1875
16554,73,43,4,15,31365,2.97,0.0,1.88,44.550000000000004,28.2,0.1875
16555,73,44,4,15,28558,2.97,0.0,1.88,44.550000000000004,28.2,0.1875
16556,73,45,4,22,21653,2.97,0.0,1.88,65.34,41.36,0.275
16557,73,46,4,3,28530,2.97,0.0,1.88,8.91,5.64,0.0375
16558,73,47,4,16,25992,2.79,0.63,1.88,44.64,30.08,0.2
16559,73,48,4,21,29735,2.79,1.0,1.88,58.59,39.48,0.2625
16560,73,1,5,5,26190,4.97,0.0,3.46,24.849999999999998,17.3,0.0625
16561,73,2,5,10,26873,4.97,0.0,3.46,49.699999999999996,34.6,0.125
16562,73,3,5,8,24260,4.97,0.0,3.46,39.76,27.68,0.1
16563,73,4,5,13,25459,4.69,0.0,3.46,60.970000000000006,44.98,0.1625
16564,73,5,5,7,25468,4.69,0.0,3.46,32.830000000000005,24.22,0.0875
16565,73,6,5,9,27052,4.69,0.0,3.46,42.21,31.14,0.1125
16566,73,7,5,6,25550,4.69,0.0,3.46,28.14,20.759999999999998,0.075
16567,73,8,5,5,26086,5.29,0.0,3.46,26.45,17.3,0.0625
16568,73,9,5,5,26086,5.29,0.0,3.46,26.45,17.3,0.0625
16569,73,10,5,5,28389,5.29,0.0,3.46,26.45,17.3,0.0625
16570,73,11,5,1,24372,5.29,0.0,3.46,5.29,3.46,0.0125
16571,73,12,5,1,22530,5.29,0.0,3.46,5.29,3.46,0.0125
16572,73,13,5,6,26803,5.29,0.0,3.46,31.740000000000002,20.759999999999998,0.075
16573,73,14,5,4,28669,5.29,0.0,3.46,21.16,13.84,0.05
16574,73,15,5,9,27212,5.29,0.0,3.46,47.61,31.14,0.1125
16575,73,16,5,4,22428,5.29,0.0,3.54,21.16,14.16,0.05
16576,73,17,5,6,26718,5.29,0.0,3.54,31.740000000000002,21.240000000000002,0.075
16577,73,18,5,7,26537,5.29,0.0,3.61,37.03,25.27,0.0875
16578,73,19,5,5,26959,5.29,0.0,3.62,26.45,18.1,0.0625
16579,73,20,5,6,26810,5.03,0.83,3.62,30.18,21.72,0.075
16580,73,21,5,5,32607,5.03,0.0,3.61,25.150000000000002,18.05,0.0625
16581,73,22,5,8,27058,5.03,1.0,3.63,40.24,29.04,0.1
16582,73,23,5,11,26156,5.03,0.64,3.62,55.330000000000005,39.82,0.1375
16583,73,24,5,2,26730,5.29,0.0,3.64,10.58,7.28,0.025
16584,73,25,5,5,26248,5.29,0.0,3.69,26.45,18.45,0.0625
16585,73,26,5,2,25897,5.29,0.0,3.89,10.58,7.78,0.025
16586,73,27,5,3,25468,5.29,0.0,3.87,15.870000000000001,11.61,0.0375
16587,73,28,5,2,26185,5.29,0.0,3.89,10.58,7.78,0.025
16588,73,29,5,5,27098,5.29,0.0,3.9,26.45,19.5,0.0625
16589,73,30,5,5,29243,5.29,0.0,3.9,26.45,19.5,0.0625
16590,73,31,5,3,21855,5.29,0.0,3.9,15.870000000000001,11.7,0.0375
16591,73,32,5,4,24960,5.29,0.0,3.64,21.16,14.56,0.05
16592,73,33,5,72,27650,4.12,0.9,3.52,296.64,253.44,0.9
16593,73,34,5,7,28532,5.29,0.0,3.64,37.03,25.48,0.0875
16594,73,35,5,13,26030,5.29,0.0,3.64,68.77,47.32,0.1625
16595,73,36,5,14,26803,3.99,0.43,3.64,55.86,50.96,0.175
16596,73,37,5,11,25991,5.29,0.0,3.64,58.19,40.04,0.1375
16597,73,38,5,6,27803,5.29,0.0,3.64,31.740000000000002,21.84,0.075
16598,73,39,5,3,25511,5.29,0.0,3.64,15.870000000000001,10.92,0.0375
16599,73,40,5,2,24210,5.29,0.0,3.64,10.58,7.28,0.025
16600,73,41,5,6,23853,5.29,0.0,3.67,31.740000000000002,22.02,0.075
16601,73,42,5,6,23239,5.29,0.0,3.73,31.740000000000002,22.38,0.075
16602,73,43,5,7,31365,5.29,0.0,3.78,37.03,26.459999999999997,0.0875
16603,73,44,5,4,28558,5.29,0.0,3.78,21.16,15.12,0.05
16604,73,45,5,13,21653,5.29,0.0,3.76,68.77,48.879999999999995,0.1625
16605,73,46,5,5,28530,5.29,0.0,3.74,26.45,18.700000000000003,0.0625
16606,73,47,5,6,25992,5.29,0.0,3.73,31.740000000000002,22.38,0.075
16607,73,48,5,7,29735,5.29,0.0,3.69,37.03,25.83,0.0875
16608,73,1,6,2,26190,7.99,0.0,5.84,15.98,11.68,0.025
16609,73,2,6,3,26873,7.99,0.0,5.84,23.97,17.52,0.0375
16610,73,3,6,5,24260,7.99,0.0,5.83,39.95,29.15,0.0625
16611,73,4,6,7,25459,7.56,0.0,5.93,52.919999999999995,41.51,0.0875
16612,73,5,6,4,25468,7.56,0.0,5.97,30.24,23.88,0.05
16613,73,6,6,5,27052,7.56,0.0,5.94,37.8,29.700000000000003,0.0625
16614,73,7,6,4,25550,7.56,0.25,5.81,30.24,23.24,0.05
16615,73,8,6,6,26086,7.99,0.0,5.78,47.94,34.68,0.075
16616,73,9,6,6,26086,7.99,0.0,5.78,47.94,34.68,0.075
16617,73,10,6,2,28389,8.34,0.0,5.79,16.68,11.58,0.025
16618,73,11,6,3,24372,8.36,0.0,5.78,25.08,17.34,0.0375
16619,73,12,6,1,22530,8.22,0.0,6.07,8.22,6.07,0.0125
16620,73,13,6,2,26803,8.39,0.0,5.76,16.78,11.52,0.025
16621,73,14,6,1,28669,8.39,0.0,5.76,8.39,5.76,0.0125
16622,73,15,6,8,27212,8.35,0.0,6.16,66.8,49.28,0.1
16623,73,16,6,4,22428,8.39,0.0,6.22,33.56,24.88,0.05
16624,73,17,6,4,26718,8.39,0.0,5.76,33.56,23.04,0.05
16625,73,18,6,1,26537,8.22,0.0,6.07,8.22,6.07,0.0125
16626,73,19,6,2,26959,8.39,0.0,6.09,16.78,12.18,0.025
16627,73,20,6,1,26810,8.39,0.0,6.38,8.39,6.38,0.0125
16628,73,21,6,2,32607,8.39,0.0,6.38,16.78,12.76,0.025
16629,73,22,6,4,27058,8.39,0.0,6.08,33.56,24.32,0.05
16630,73,23,6,3,26156,8.39,0.0,6.1,25.17,18.299999999999997,0.0375
16631,73,24,6,2,26730,8.39,0.0,6.1,16.78,12.2,0.025
16632,73,25,6,2,26248,8.39,0.0,6.1,16.78,12.2,0.025
16633,73,26,6,5,25897,6.99,0.2,6.4,34.95,32.0,0.0625
