,store,week,brand,sales_,count,price_,prom_,cost_,rev,total_cost,ms_by_store_week
0,2,1,1,16,14181,3.29,0.0,2.06,52.64,32.96,0.2
1,2,2,1,12,13965,3.27,0.0,2.04,39.24,24.48,0.15
2,2,3,1,6,13538,3.37,0.0,2.15,20.22,12.899999999999999,0.075
3,2,4,1,12,13735,3.3,0.0,2.07,39.599999999999994,24.839999999999996,0.15
4,2,5,1,10,13735,3.34,0.0,2.12,33.4,21.200000000000003,0.125
5,2,6,1,13,14553,3.38,0.0,2.17,43.94,28.21,0.1625
6,2,7,1,11,14229,3.32,0.0,2.1,36.519999999999996,23.1,0.1375
7,2,8,1,9,13890,3.32,0.0,2.09,29.88,18.81,0.1125
8,2,9,1,9,13890,3.32,0.0,2.09,29.88,18.81,0.1125
9,2,10,1,8,15164,3.29,0.0,2.08,26.32,16.64,0.1
10,2,11,1,17,14136,3.31,0.0,2.13,56.27,36.21,0.2125
11,2,12,1,10,14561,3.31,0.0,2.12,33.1,21.200000000000003,0.125
12,2,13,1,11,14692,3.3,0.0,2.12,36.3,23.32,0.1375
13,2,14,1,16,15758,3.55,0.0,2.23,56.8,35.68,0.2
14,2,15,1,4,14936,3.43,0.0,2.11,13.72,8.44,0.05
15,2,16,1,10,15714,3.56,0.0,2.24,35.6,22.400000000000002,0.125
16,2,17,1,11,16886,3.53,0.0,2.24,38.83,24.64,0.1375
17,2,18,1,11,14249,3.46,0.0,2.18,38.06,23.98,0.1375
18,2,19,1,18,14713,2.53,0.78,1.6,45.54,28.8,0.225
19,2,20,1,10,14637,3.58,0.0,2.3,35.8,23.0,0.125
20,2,21,1,8,16514,3.55,0.0,2.27,28.4,18.16,0.1
21,2,22,1,13,14514,3.5,0.0,2.21,45.5,28.73,0.1625
22,2,23,1,9,14701,3.49,0.0,2.15,31.410000000000004,19.349999999999998,0.1125
23,2,24,1,10,14854,3.51,0.0,2.2,35.099999999999994,22.0,0.125
24,2,25,1,10,15918,3.47,0.0,2.19,34.7,21.9,0.125
25,2,26,1,9,13834,3.54,0.0,2.28,31.86,20.52,0.1125
26,2,27,1,6,13259,3.48,0.0,2.19,20.88,13.14,0.075
27,2,28,1,6,13259,3.48,0.0,2.19,20.88,13.14,0.075
28,2,29,1,5,13508,3.56,0.0,2.32,17.8,11.6,0.0625
29,2,30,1,9,13798,3.61,0.0,2.34,32.49,21.06,0.1125
30,2,31,1,4,13108,3.51,0.0,2.24,14.04,8.96,0.05
31,2,32,1,12,12993,3.52,0.0,2.24,42.24,26.880000000000003,0.15
32,2,33,1,6,13991,3.55,0.0,2.29,21.299999999999997,13.74,0.075
33,2,34,1,6,13991,3.55,0.0,2.29,21.299999999999997,13.74,0.075
34,2,35,1,6,13991,3.55,0.0,2.29,21.299999999999997,13.74,0.075
35,2,36,1,7,12830,3.56,0.0,2.26,24.92,15.819999999999999,0.0875
36,2,37,1,11,14864,3.64,0.0,2.38,40.04,26.18,0.1375
37,2,38,1,18,13098,1.74,0.78,1.12,31.32,20.160000000000004,0.225
38,2,39,1,6,12142,3.53,0.0,2.29,21.18,13.74,0.075
39,2,40,1,5,11470,3.61,0.0,2.32,18.05,11.6,0.0625
40,2,41,1,13,15714,3.54,0.0,2.29,46.02,29.77,0.1625
41,2,42,1,10,12279,3.57,0.0,2.32,35.699999999999996,23.2,0.125
42,2,43,1,12,14280,3.59,0.0,2.33,43.08,27.96,0.15
43,2,44,1,8,13674,3.52,0.0,2.27,28.16,18.16,0.1
44,2,45,1,11,14360,3.58,0.0,2.32,39.38,25.52,0.1375
45,2,46,1,8,13736,3.63,0.0,2.37,29.04,18.96,0.1
46,2,47,1,11,13041,3.58,0.0,2.32,39.38,25.52,0.1375
47,2,48,1,15,14148,3.54,0.0,2.26,53.1,33.9,0.1875
48,2,1,2,11,14181,4.82,0.0,3.43,53.02,37.730000000000004,0.1375
49,2,2,2,10,13965,4.73,0.2,3.32,47.300000000000004,33.199999999999996,0.125
50,2,3,2,5,13538,4.91,0.0,3.34,24.55,16.7,0.0625
51,2,4,2,6,13735,4.91,0.0,3.32,29.46,19.919999999999998,0.075
52,2,5,2,7,13735,4.82,0.0,3.33,33.74,23.310000000000002,0.0875
53,2,6,2,15,14553,4.82,0.0,3.39,72.30000000000001,50.85,0.1875
54,2,7,2,10,14229,4.93,0.0,3.46,49.3,34.6,0.125
55,2,8,2,15,13890,5.0,0.0,3.43,75.0,51.45,0.1875
56,2,9,2,15,13890,5.0,0.0,3.43,75.0,51.45,0.1875
57,2,10,2,9,15164,4.85,0.0,3.4,43.65,30.599999999999998,0.1125
58,2,11,2,10,14136,4.91,0.0,3.4,49.1,34.0,0.125
59,2,12,2,16,14561,4.88,0.0,3.59,78.08,57.44,0.2
60,2,13,2,14,14692,4.9,0.0,3.46,68.60000000000001,48.44,0.175
61,2,14,2,14,15758,5.28,0.0,3.54,73.92,49.56,0.175
62,2,15,2,12,14936,5.16,0.0,3.63,61.92,43.56,0.15
63,2,16,2,14,15714,4.78,0.0,3.67,66.92,51.379999999999995,0.175
64,2,17,2,19,16886,4.67,0.74,3.7,88.73,70.3,0.2375
65,2,18,2,13,14249,5.13,0.0,3.88,66.69,50.44,0.1625
66,2,19,2,7,14713,5.19,0.0,3.76,36.330000000000005,26.32,0.0875
67,2,20,2,9,14637,5.28,0.0,3.75,47.52,33.75,0.1125
68,2,21,2,12,16514,5.16,0.0,3.76,61.92,45.12,0.15
69,2,22,2,22,14514,5.3,0.0,3.73,116.6,82.06,0.275
70,2,23,2,7,14701,5.33,0.0,3.72,37.31,26.040000000000003,0.0875
71,2,24,2,11,14854,5.35,0.0,3.7,58.849999999999994,40.7,0.1375
72,2,25,2,15,15918,5.28,0.0,3.84,79.2,57.599999999999994,0.1875
73,2,26,2,8,13834,5.14,0.25,3.8,41.12,30.4,0.1
74,2,27,2,11,13259,5.12,0.0,3.9,56.32,42.9,0.1375
75,2,28,2,11,13259,5.12,0.0,3.9,56.32,42.9,0.1375
76,2,29,2,6,13508,5.32,0.0,3.72,31.92,22.32,0.075
77,2,30,2,10,13798,4.51,0.5,3.87,45.099999999999994,38.7,0.125
78,2,31,2,7,13108,5.25,0.0,3.83,36.75,26.810000000000002,0.0875
79,2,32,2,5,12993,5.11,0.0,3.92,25.55,19.6,0.0625
80,2,33,2,7,13991,5.05,0.0,3.97,35.35,27.790000000000003,0.0875
81,2,34,2,7,13991,5.05,0.0,3.97,35.35,27.790000000000003,0.0875
82,2,35,2,7,13991,5.05,0.0,3.97,35.35,27.790000000000003,0.0875
83,2,36,2,9,12830,4.92,0.33,3.63,44.28,32.67,0.1125
84,2,37,2,8,14864,4.24,0.63,3.72,33.92,29.76,0.1
85,2,38,2,11,13098,5.24,0.0,3.69,57.64,40.589999999999996,0.1375
86,2,39,2,15,12142,5.06,0.0,4.08,75.89999999999999,61.2,0.1875
87,2,40,2,18,11470,4.61,0.56,3.75,82.98,67.5,0.225
88,2,41,2,15,15714,5.0,0.27,3.75,75.0,56.25,0.1875
89,2,42,2,12,12279,5.22,0.0,3.79,62.64,45.480000000000004,0.15
90,2,43,2,9,14280,5.43,0.0,3.76,48.87,33.839999999999996,0.1125
91,2,44,2,8,13674,5.29,0.0,3.72,42.32,29.76,0.1
92,2,45,2,6,14360,5.49,0.0,3.79,32.94,22.740000000000002,0.075
93,2,46,2,11,13736,5.32,0.0,3.75,58.52,41.25,0.1375
94,2,47,2,16,13041,5.18,0.0,3.73,82.88,59.68,0.2
95,2,48,2,14,14148,5.23,0.0,3.73,73.22,52.22,0.175
96,2,1,3,8,14181,8.15,0.0,5.72,65.2,45.76,0.1
97,2,2,3,13,13965,7.44,0.0,5.61,96.72,72.93,0.1625
98,2,3,3,4,13538,7.09,0.0,5.57,28.36,22.28,0.05
99,2,4,3,10,13735,7.55,0.0,5.7,75.5,57.0,0.125
100,2,5,3,6,13735,7.39,0.0,5.61,44.339999999999996,33.660000000000004,0.075
101,2,6,3,5,14553,7.69,0.0,5.54,38.45,27.7,0.0625
102,2,7,3,6,14229,7.39,0.0,5.49,44.339999999999996,32.94,0.075
103,2,8,3,9,13890,7.43,0.0,5.48,66.87,49.32000000000001,0.1125
104,2,9,3,9,13890,7.43,0.0,5.48,66.87,49.32000000000001,0.1125
105,2,10,3,20,15164,6.15,0.35,5.48,123.0,109.60000000000001,0.25
106,2,11,3,17,14136,6.05,0.82,5.43,102.85,92.31,0.2125
107,2,12,3,7,14561,7.78,0.0,5.77,54.46,40.39,0.0875
108,2,13,3,9,14692,7.19,0.0,5.46,64.71000000000001,49.14,0.1125
109,2,14,3,12,15758,7.24,0.0,5.17,86.88,62.04,0.15
110,2,15,3,7,14936,7.45,0.0,5.14,52.15,35.98,0.0875
111,2,16,3,7,15714,7.56,0.0,5.37,52.919999999999995,37.59,0.0875
112,2,17,3,10,16886,7.15,0.0,5.47,71.5,54.699999999999996,0.125
113,2,18,3,9,14249,7.83,0.0,5.73,70.47,51.57000000000001,0.1125
114,2,19,3,6,14713,7.09,0.5,5.84,42.54,35.04,0.075
115,2,20,3,15,14637,7.62,0.0,5.66,114.3,84.9,0.1875
116,2,21,3,5,16514,9.03,0.0,6.26,45.15,31.299999999999997,0.0625
117,2,22,3,11,14514,7.54,0.0,5.7,82.94,62.7,0.1375
118,2,23,3,9,14701,7.17,0.0,5.54,64.53,49.86,0.1125
119,2,24,3,8,14854,7.87,0.0,5.87,62.96,46.96,0.1
120,2,25,3,9,15918,7.5,0.0,5.64,67.5,50.76,0.1125
121,2,26,3,5,13834,8.43,0.0,6.08,42.15,30.4,0.0625
122,2,27,3,9,13259,7.5,0.0,5.67,67.5,51.03,0.1125
123,2,28,3,9,13259,7.5,0.0,5.67,67.5,51.03,0.1125
124,2,29,3,8,13508,8.32,0.0,5.96,66.56,47.68,0.1
125,2,30,3,6,13798,7.66,0.0,5.69,45.96,34.14,0.075
126,2,31,3,10,13108,7.15,0.0,5.66,71.5,56.6,0.125
127,2,32,3,15,12993,5.88,0.87,5.37,88.2,80.55,0.1875
128,2,33,3,5,13991,6.81,0.6,5.75,34.05,28.75,0.0625
129,2,34,3,5,13991,6.81,0.6,5.75,34.05,28.75,0.0625
130,2,35,3,5,13991,6.81,0.6,5.75,34.05,28.75,0.0625
131,2,36,3,4,12830,8.24,0.0,6.28,32.96,25.12,0.05
132,2,37,3,10,14864,7.67,0.0,6.2,76.7,62.0,0.125
133,2,38,3,6,13098,8.42,0.0,6.46,50.519999999999996,38.76,0.075
134,2,39,3,5,12142,8.55,0.0,6.38,42.75,31.9,0.0625
135,2,40,3,4,11470,7.49,0.0,6.18,29.96,24.72,0.05
136,2,41,3,11,15714,7.59,0.0,6.11,83.49,67.21000000000001,0.1375
137,2,42,3,6,12279,8.29,0.0,6.37,49.739999999999995,38.22,0.075
138,2,43,3,8,14280,6.84,0.0,6.0,54.72,48.0,0.1
139,2,44,3,2,13674,8.79,0.0,6.54,17.58,13.08,0.025
140,2,45,3,2,14360,6.19,0.0,5.82,12.38,11.64,0.025
141,2,46,3,6,13736,8.56,0.0,6.46,51.36,38.76,0.075
142,2,47,3,15,13041,6.3,0.73,5.92,94.5,88.8,0.1875
143,2,48,3,11,14148,6.79,0.55,6.06,74.69,66.66,0.1375
144,2,1,4,11,14181,3.01,0.0,2.03,33.11,22.33,0.1375
145,2,2,4,8,13965,3.01,0.0,2.03,24.08,16.24,0.1
146,2,3,4,5,13538,3.01,1.0,2.03,15.049999999999999,10.149999999999999,0.0625
147,2,4,4,10,13735,3.01,0.0,2.03,30.099999999999998,20.299999999999997,0.125
148,2,5,4,8,13735,3.17,0.0,2.02,25.36,16.16,0.1
149,2,6,4,12,14553,2.49,0.0,2.02,29.880000000000003,24.240000000000002,0.15
150,2,7,4,8,14229,2.49,1.0,2.02,19.92,16.16,0.1
151,2,8,4,11,13890,3.17,0.0,2.1,34.87,23.1,0.1375
152,2,9,4,11,13890,3.17,0.0,2.1,34.87,23.1,0.1375
153,2,10,4,10,15164,3.03,0.0,2.1,30.299999999999997,21.0,0.125
154,2,11,4,4,14136,3.04,0.0,2.0,12.16,8.0,0.05
155,2,12,4,9,14561,3.03,0.0,2.0,27.27,18.0,0.1125
156,2,13,4,4,14692,3.17,0.0,2.0,12.68,8.0,0.05
157,2,14,4,8,15758,3.17,0.0,2.01,25.36,16.08,0.1
158,2,15,4,9,14936,3.17,0.0,2.01,28.53,18.089999999999996,0.1125
159,2,16,4,10,15714,3.33,0.0,2.0,33.3,20.0,0.125
160,2,17,4,6,16886,3.33,0.0,2.0,19.98,12.0,0.075
161,2,18,4,5,14249,3.33,0.0,2.01,16.65,10.049999999999999,0.0625
162,2,19,4,3,14713,3.33,0.0,2.07,9.99,6.209999999999999,0.0375
163,2,20,4,7,14637,3.33,0.0,2.04,23.310000000000002,14.280000000000001,0.0875
164,2,21,4,10,16514,3.33,0.0,2.04,33.3,20.4,0.125
165,2,22,4,12,14514,3.33,0.0,2.07,39.96,24.839999999999996,0.15
166,2,23,4,8,14701,3.33,0.0,2.07,26.64,16.56,0.1
167,2,24,4,11,14854,3.33,0.0,2.11,36.63,23.209999999999997,0.1375
168,2,25,4,10,15918,3.33,0.0,2.11,33.3,21.099999999999998,0.125
169,2,26,4,6,13834,2.99,0.5,2.11,17.94,12.66,0.075
170,2,27,4,7,13259,2.99,0.0,2.11,20.93,14.77,0.0875
171,2,28,4,7,13259,2.99,0.0,2.11,20.93,14.77,0.0875
172,2,29,4,7,13508,3.33,0.0,2.11,23.310000000000002,14.77,0.0875
173,2,30,4,10,13798,3.33,0.0,2.11,33.3,21.099999999999998,0.125
174,2,31,4,10,13108,3.33,0.0,2.11,33.3,21.099999999999998,0.125
175,2,32,4,10,12993,3.33,0.0,2.11,33.3,21.099999999999998,0.125
176,2,33,4,13,13991,3.33,0.0,2.11,43.29,27.43,0.1625
177,2,34,4,13,13991,3.33,0.0,2.11,43.29,27.43,0.1625
178,2,35,4,13,13991,3.33,0.0,2.11,43.29,27.43,0.1625
179,2,36,4,7,12830,3.33,0.0,2.0,23.310000000000002,14.0,0.0875
180,2,37,4,1,14864,2.99,0.0,2.03,2.99,2.03,0.0125
181,2,38,4,8,13098,3.33,0.0,2.0,26.64,16.0,0.1
182,2,39,4,6,12142,3.33,0.0,2.0,19.98,12.0,0.075
183,2,40,4,5,11470,3.33,0.0,2.0,16.65,10.0,0.0625
184,2,41,4,8,15714,3.33,0.0,2.0,26.64,16.0,0.1
185,2,42,4,6,12279,3.33,0.0,2.0,19.98,12.0,0.075
186,2,43,4,4,14280,3.33,0.0,1.88,13.32,7.52,0.05
187,2,44,4,3,13674,3.33,0.0,1.89,9.99,5.67,0.0375
188,2,45,4,5,14360,3.33,0.0,1.88,16.65,9.399999999999999,0.0625
189,2,46,4,5,13736,3.33,0.0,1.88,16.65,9.399999999999999,0.0625
190,2,47,4,11,13041,2.79,0.55,1.88,30.69,20.68,0.1375
191,2,48,4,10,14148,2.79,1.0,1.88,27.9,18.799999999999997,0.125
192,2,1,5,11,14181,4.97,0.0,3.46,54.669999999999995,38.06,0.1375
193,2,2,5,12,13965,4.97,0.0,3.46,59.64,41.519999999999996,0.15
194,2,3,5,19,13538,4.97,0.0,3.46,94.42999999999999,65.74,0.2375
195,2,4,5,14,13735,4.69,0.0,3.46,65.66000000000001,48.44,0.175
196,2,5,5,9,13735,4.69,0.0,3.46,42.21,31.14,0.1125
197,2,6,5,6,14553,4.69,0.0,3.46,28.14,20.759999999999998,0.075
198,2,7,5,4,14229,4.69,0.0,3.46,18.76,13.84,0.05
199,2,8,5,7,13890,5.29,0.0,3.46,37.03,24.22,0.0875
200,2,9,5,7,13890,5.29,0.0,3.46,37.03,24.22,0.0875
201,2,10,5,2,15164,5.29,0.0,3.46,10.58,6.92,0.025
202,2,11,5,4,14136,5.29,0.0,3.46,21.16,13.84,0.05
203,2,12,5,6,14561,5.29,0.0,3.46,31.740000000000002,20.759999999999998,0.075
204,2,13,5,5,14692,5.29,0.0,3.46,26.45,17.3,0.0625
205,2,14,5,2,15758,5.29,0.0,3.46,10.58,6.92,0.025
206,2,15,5,7,14936,5.29,0.0,3.46,37.03,24.22,0.0875
207,2,16,5,2,15714,5.29,0.0,3.53,10.58,7.06,0.025
208,2,17,5,5,16886,5.29,0.0,3.54,26.45,17.7,0.0625
209,2,18,5,6,14249,5.29,0.0,3.62,31.740000000000002,21.72,0.075
210,2,19,5,5,14713,5.29,0.0,3.63,26.45,18.15,0.0625
211,2,20,5,8,14637,5.03,0.63,3.62,40.24,28.96,0.1
212,2,21,5,4,16514,5.03,0.0,3.61,20.12,14.44,0.05
213,2,22,5,6,14514,5.03,1.0,3.6,30.18,21.6,0.075
214,2,23,5,3,14701,5.03,0.0,3.6,15.09,10.8,0.0375
215,2,24,5,1,14854,5.29,0.0,3.6,5.29,3.6,0.0125
216,2,25,5,3,15918,5.29,0.0,3.6,15.870000000000001,10.8,0.0375
217,2,26,5,1,13834,5.29,0.0,3.91,5.29,3.91,0.0125
218,2,27,5,3,13259,5.29,0.0,3.91,15.870000000000001,11.73,0.0375
219,2,28,5,3,13259,5.29,0.0,3.91,15.870000000000001,11.73,0.0375
220,2,29,5,1,13508,5.29,0.0,3.91,5.29,3.91,0.0125
221,2,30,5,3,13798,5.29,0.0,3.91,15.870000000000001,11.73,0.0375
222,2,31,5,1,13108,5.29,0.0,3.91,5.29,3.91,0.0125
223,2,32,5,1,12993,5.29,0.0,3.64,5.29,3.64,0.0125
224,2,33,5,4,13991,5.29,0.0,3.64,21.16,14.56,0.05
225,2,34,5,4,13991,5.29,0.0,3.64,21.16,14.56,0.05
226,2,35,5,4,13991,5.29,0.0,3.64,21.16,14.56,0.05
227,2,36,5,3,12830,3.99,1.0,3.64,11.97,10.92,0.0375
228,2,37,5,5,14864,5.29,0.0,3.64,26.45,18.2,0.0625
229,2,38,5,5,13098,5.29,0.0,3.64,26.45,18.2,0.0625
230,2,39,5,2,12142,5.29,0.0,3.64,10.58,7.28,0.025
231,2,40,5,3,11470,5.29,0.0,3.64,15.870000000000001,10.92,0.0375
232,2,41,5,3,15714,5.29,0.0,3.69,15.870000000000001,11.07,0.0375
233,2,42,5,4,12279,5.29,0.0,3.71,21.16,14.84,0.05
234,2,43,5,4,14280,5.29,0.0,3.82,21.16,15.28,0.05
235,2,44,5,4,13674,5.29,0.0,3.78,21.16,15.12,0.05
236,2,45,5,4,14360,5.29,0.0,3.75,21.16,15.0,0.05
237,2,46,5,3,13736,5.29,0.0,3.72,15.870000000000001,11.16,0.0375
238,2,47,5,5,13041,5.29,0.0,3.77,26.45,18.85,0.0625
239,2,48,5,8,14148,5.29,0.0,3.72,42.32,29.76,0.1
240,2,1,6,2,14181,7.99,0.0,5.84,15.98,11.68,0.025
241,2,2,6,5,13965,7.99,0.0,5.84,39.95,29.2,0.0625
242,2,3,6,3,13538,7.99,0.0,5.83,23.97,17.490000000000002,0.0375
243,2,4,6,6,13735,7.56,0.0,5.98,45.36,35.88,0.075
244,2,5,6,6,13735,7.56,0.0,5.98,45.36,35.88,0.075
245,2,6,6,3,14553,7.56,0.0,6.01,22.68,18.03,0.0375
246,2,7,6,7,14229,7.56,0.14,5.82,52.919999999999995,40.74,0.0875
247,2,8,6,2,13890,7.99,0.0,5.76,15.98,11.52,0.025
248,2,9,6,2,13890,7.99,0.0,5.76,15.98,11.52,0.025
249,2,10,6,1,15164,8.39,0.0,5.83,8.39,5.83,0.0125
250,2,11,6,4,14136,8.39,0.0,5.78,33.56,23.12,0.05
251,2,12,6,1,14561,8.22,0.0,6.07,8.22,6.07,0.0125
252,2,13,6,3,14692,8.39,0.0,5.76,25.17,17.28,0.0375
253,2,14,6,1,15758,8.39,0.0,5.76,8.39,5.76,0.0125
254,2,15,6,4,14936,8.39,0.0,6.3,33.56,25.2,0.05
255,2,16,6,3,15714,8.39,0.0,6.07,25.17,18.21,0.0375
256,2,17,6,1,16886,8.22,0.0,6.07,8.22,6.07,0.0125
257,2,18,6,1,14249,8.39,0.0,5.81,8.39,5.81,0.0125
258,2,19,6,5,14713,8.39,0.0,5.92,41.95,29.6,0.0625
259,2,20,6,1,14637,8.39,0.0,6.38,8.39,6.38,0.0125
260,2,21,6,2,16514,8.39,0.0,5.81,16.78,11.62,0.025
261,2,22,6,3,14514,8.39,0.0,6.1,25.17,18.299999999999997,0.0375
262,2,23,6,6,14701,8.39,0.0,6.05,50.34,36.3,0.075
263,2,24,6,4,14854,8.39,0.0,6.05,33.56,24.2,0.05
264,2,25,6,2,15918,8.39,0.0,6.1,16.78,12.2,0.025
265,2,26,6,4,13834,6.99,0.5,6.28,27.96,25.12,0.05
266,2,27,6,3,13259,6.99,0.0,6.47,20.97,19.41,0.0375
267,2,28,6,3,13259,6.99,0.0,6.47,20.97,19.41,0.0375
268,2,29,6,8,13508,8.39,0.0,6.55,67.12,52.4,0.1
269,2,30,6,8,13798,8.39,0.0,6.18,67.12,49.44,0.1
270,2,31,6,2,13108,8.39,0.0,6.18,16.78,12.36,0.025
271,2,32,6,1,12993,8.39,0.0,6.19,8.39,6.19,0.0125
272,2,33,6,10,13991,8.39,0.0,6.19,83.9,61.900000000000006,0.125
273,2,34,6,10,13991,8.39,0.0,6.19,83.9,61.900000000000006,0.125
274,2,35,6,10,13991,8.39,0.0,6.19,83.9,61.900000000000006,0.125
275,2,36,6,4,12830,8.39,0.0,6.18,33.56,24.72,0.05
276,2,37,6,5,14864,8.39,0.0,6.18,41.95,30.9,0.0625
277,2,38,6,1,13098,8.22,0.0,6.07,8.22,6.07,0.0125
278,2,39,6,5,12142,8.39,0.0,6.11,41.95,30.55,0.0625
279,2,40,6,4,11470,7.94,1.0,6.07,31.76,24.28,0.05
280,2,41,6,5,15714,7.94,0.4,6.16,39.7,30.8,0.0625
281,2,42,6,8,12279,7.94,1.0,6.18,63.52,49.44,0.1
282,2,43,6,2,14280,7.94,1.0,6.21,15.88,12.42,0.025
283,2,44,6,2,13674,8.39,0.0,6.32,16.78,12.64,0.025
284,2,45,6,2,14360,8.39,0.0,6.21,16.78,12.42,0.025
285,2,46,6,2,13736,8.39,0.0,6.32,16.78,12.64,0.025
286,2,47,6,8,13041,8.39,0.0,6.56,67.12,52.48,0.1
287,2,48,6,4,14148,8.39,0.0,6.55,33.56,26.2,0.05
288,2,1,7,4,14181,2.98,0.0,1.87,11.92,7.48,0.05
289,2,2,7,3,13965,2.76,0.0,1.78,8.28,5.34,0.0375
290,2,3,7,4,13538,2.33,0.0,1.59,9.32,6.36,0.05
291,2,4,7,4,13735,2.33,0.0,1.59,9.32,6.36,0.05
292,2,5,7,4,13735,3.31,0.0,2.02,13.24,8.08,0.05
293,2,6,7,3,14553,2.76,0.0,1.78,8.28,5.34,0.0375
294,2,7,7,4,14229,2.98,0.0,1.87,11.92,7.48,0.05
295,2,8,7,5,13890,2.56,0.2,1.7,12.8,8.5,0.0625
296,2,9,7,5,13890,2.56,0.2,1.7,12.8,8.5,0.0625
297,2,10,7,5,15164,2.79,0.4,1.83,13.95,9.15,0.0625
298,2,11,7,2,14136,2.33,0.0,1.6,4.66,3.2,0.025
299,2,12,7,2,14561,2.33,0.0,1.6,4.66,3.2,0.025
300,2,13,7,8,14692,2.82,0.0,1.83,22.56,14.64,0.1
301,2,14,7,6,15758,2.55,0.0,1.7,15.299999999999999,10.2,0.075
302,2,15,7,6,14936,2.76,0.0,1.8,16.56,10.8,0.075
303,2,16,7,5,15714,2.33,0.0,1.6,11.65,8.0,0.0625
304,2,17,7,6,16886,2.55,0.0,1.77,15.299999999999999,10.620000000000001,0.075
305,2,18,7,1,14249,2.33,0.0,1.68,2.33,1.68,0.0125
306,2,19,7,6,14713,2.55,0.0,1.76,15.299999999999999,10.56,0.075
307,2,20,7,2,14637,2.22,0.0,1.66,4.44,3.32,0.025
308,2,21,7,3,16514,2.69,0.67,1.86,8.07,5.58,0.0375
309,2,22,7,4,14514,2.57,0.75,1.81,10.28,7.24,0.05
310,2,23,7,7,14701,2.82,0.57,1.97,19.74,13.79,0.0875
311,2,24,7,2,14854,2.33,0.0,1.66,4.66,3.32,0.025
312,2,25,7,4,15918,3.54,0.0,2.2,14.16,8.8,0.05
313,2,26,7,6,13834,2.72,0.0,1.81,16.32,10.86,0.075
314,2,27,7,6,13259,2.96,0.0,1.93,17.759999999999998,11.58,0.075
315,2,28,7,6,13259,2.96,0.0,1.93,17.759999999999998,11.58,0.075
316,2,29,7,9,13508,2.8,0.0,1.89,25.2,17.009999999999998,0.1125
317,2,30,7,3,13798,3.42,0.0,2.17,10.26,6.51,0.0375
318,2,31,7,3,13108,2.96,0.0,1.96,8.879999999999999,5.88,0.0375
319,2,32,7,1,12993,2.65,0.0,1.83,2.65,1.83,0.0125
320,2,33,7,4,13991,2.8,0.25,2.02,11.2,8.08,0.05
321,2,34,7,4,13991,2.8,0.25,2.02,11.2,8.08,0.05
322,2,35,7,4,13991,2.8,0.25,2.02,11.2,8.08,0.05
323,2,36,7,1,12830,2.65,0.0,1.83,2.65,1.83,0.0125
324,2,37,7,1,14864,2.49,0.0,1.9,2.49,1.9,0.0125
325,2,38,7,4,13098,2.49,0.0,1.9,9.96,7.6,0.05
326,2,39,7,1,12142,2.49,0.0,1.9,2.49,1.9,0.0125
327,2,40,7,2,11470,2.49,0.0,1.9,4.98,3.8,0.025
328,2,41,7,2,15714,2.49,0.0,1.9,4.98,3.8,0.025
329,2,42,7,1,12279,2.65,0.0,1.83,2.65,1.83,0.0125
330,2,43,7,4,14280,2.49,0.0,1.79,9.96,7.16,0.05
331,2,44,7,4,13674,2.53,0.0,1.83,10.12,7.32,0.05
332,2,45,7,7,14360,2.47,0.0,1.81,17.290000000000003,12.67,0.0875
333,2,46,7,6,13736,2.58,0.67,1.84,15.48,11.040000000000001,0.075
334,2,47,7,5,13041,2.38,1.0,1.79,11.899999999999999,8.95,0.0625
335,2,48,7,2,14148,2.38,1.0,1.79,4.76,3.58,0.025
336,2,1,8,3,14181,3.49,0.0,2.08,10.47,6.24,0.0375
337,2,2,8,5,13965,3.49,0.0,2.08,17.450000000000003,10.4,0.0625
338,2,3,8,2,13538,3.49,0.0,2.08,6.98,4.16,0.025
339,2,4,8,3,13735,3.49,0.0,2.08,10.47,6.24,0.0375
340,2,5,8,3,13735,3.49,0.0,2.08,10.47,6.24,0.0375
341,2,6,8,2,14553,3.49,0.0,2.08,6.98,4.16,0.025
342,2,7,8,2,14229,3.49,0.0,2.08,6.98,4.16,0.025
343,2,8,8,1,13890,3.34,1.0,2.08,3.34,2.08,0.0125
344,2,9,8,1,13890,3.34,1.0,2.08,3.34,2.08,0.0125
345,2,10,8,1,15164,3.34,0.0,2.08,3.34,2.08,0.0125
346,2,11,8,6,14136,3.34,0.0,2.08,20.04,12.48,0.075
347,2,12,8,2,14561,3.34,0.0,2.23,6.68,4.46,0.025
348,2,13,8,5,14692,3.49,0.0,2.23,17.450000000000003,11.15,0.0625
349,2,14,8,3,15758,3.49,0.0,2.23,10.47,6.6899999999999995,0.0375
350,2,15,8,2,14936,3.49,0.0,2.23,6.98,4.46,0.025
351,2,16,8,1,15714,3.49,0.0,2.23,3.49,2.23,0.0125
352,2,17,8,1,16886,3.49,0.0,2.32,3.49,2.32,0.0125
353,2,18,8,1,14249,3.49,0.0,2.35,3.49,2.35,0.0125
354,2,19,8,2,14713,3.49,0.0,2.35,6.98,4.7,0.025
355,2,20,8,1,14637,3.49,0.0,2.35,3.49,2.35,0.0125
356,2,21,8,2,16514,3.49,0.0,2.36,6.98,4.72,0.025
357,2,22,8,6,14514,3.49,0.0,2.36,20.94,14.16,0.075
358,2,23,8,3,14701,3.49,0.0,2.38,10.47,7.14,0.0375
359,2,24,8,4,14854,3.49,0.0,2.38,13.96,9.52,0.05
